Date,Open,High,Low,Close,Adj Close,Volume,EMA5,EMA7,EMA150,Buy_Signal,Sell_Signal
2018-07-13,279.1700134277344,279.92999267578125,278.6600036621094,279.5899963378906,261.1434020996094,48216000,278.52399291992185,277.307137625558,,1,0
2018-07-16,279.6400146484375,279.79998779296875,278.8399963378906,279.3399963378906,260.9098815917969,48201000,278.81199340820314,278.19713919503346,,1,0
2018-07-17,278.4700012207031,280.9100036621094,278.4100036621094,280.4700012207031,261.96533203125,52315500,279.12599487304686,278.91856602260043,,1,0
2018-07-18,280.55999755859375,281.17999267578125,280.05999755859375,281.05999755859375,262.5164489746094,44593500,279.96599731445315,279.3699951171875,,1,0
2018-07-19,280.30999755859375,280.739990234375,279.4599914550781,280.0,261.5263671875,61412100,280.0919982910156,279.52713884626115,,1,0
2018-07-20,279.7699890136719,280.4800109863281,279.5,279.67999267578125,261.2274169921875,82337700,280.10999755859376,279.9299970354353,,1,0
2018-07-23,279.45001220703125,280.42999267578125,279.05999755859375,280.20001220703125,261.7131042480469,47047600,280.28200073242186,280.04857090541293,,1,0
2018-07-24,281.7900085449219,282.55999755859375,280.6300048828125,281.6099853515625,263.0301208496094,68026900,280.50999755859374,280.33714076450894,,1,0
2018-07-25,281.3299865722656,284.3699951171875,281.2799987792969,284.010009765625,265.2717590332031,78882900,281.1,281.00428553989957,,1,0
2018-07-26,283.20001220703125,284.1099853515625,283.0899963378906,283.3399963378906,264.64599609375,57919500,281.76799926757815,281.4142848423549,,1,0
2018-07-27,283.7099914550781,283.82000732421875,280.3800048828125,281.4200134277344,262.8526611328125,76768700,282.1160034179687,281.46571568080356,,1,0
2018-07-30,281.510009765625,281.69000244140625,279.3599853515625,279.95001220703125,261.4796447753906,63742500,282.0660034179688,281.4585745675223,,1,0
2018-07-31,280.80999755859375,282.0199890136719,280.3800048828125,281.3299865722656,262.76861572265625,68570500,282.0100036621094,281.6942879813058,,1,0
2018-08-01,281.55999755859375,282.1300048828125,280.1300048828125,280.8599853515625,262.3296813964844,53853300,281.3799987792969,281.78856985909596,,0,0
2018-08-02,279.3900146484375,282.5799865722656,279.1600036621094,282.3900146484375,263.7586364746094,63426400,281.19000244140625,281.9000026157924,,0,0
2018-08-03,282.5299987792969,283.6600036621094,282.3299865722656,283.6000061035156,264.88885498046875,53935400,281.6260009765625,281.8414306640625,,0,0
2018-08-06,283.6400146484375,284.989990234375,283.20001220703125,284.6400146484375,265.8601989746094,39400900,282.5640014648437,282.0271475655692,,1,0
2018-08-07,285.3900146484375,286.010009765625,285.239990234375,285.5799865722656,266.73822021484375,43196600,283.41400146484375,282.6214294433594,,1,0
2018-08-08,285.3900146484375,285.9100036621094,284.94000244140625,285.4599914550781,266.6260681152344,42114600,284.33400268554686,283.4085693359375,,1,0
2018-08-09,285.5299987792969,285.9700012207031,284.9200134277344,285.07000732421875,266.26190185546875,35717000,284.8700012207031,283.94285801478793,,1,0
2018-08-10,283.45001220703125,284.05999755859375,282.3599853515625,283.1600036621094,264.47784423828125,77076000,284.78200073242186,284.2714320591518,,1,0
2018-08-13,283.4700012207031,284.1600036621094,281.7699890136719,282.1000061035156,263.4878234863281,65732900,284.2739990234375,284.2300022670201,,1,0
2018-08-14,282.9200134277344,284.1700134277344,282.4800109863281,283.8999938964844,265.1690673828125,43842000,283.93800048828126,284.2728576660156,,0,0
2018-08-15,282.3800048828125,282.5400085449219,280.1600036621094,281.7799987792969,263.18890380859375,102925400,283.202001953125,283.8642839704241,,0,0
2018-08-16,283.3999938964844,285.0400085449219,283.3599853515625,284.05999755859375,265.3185119628906,69967900,283.0,283.6471426827567,,0,0
2018-08-17,283.8299865722656,285.55999755859375,283.3699951171875,285.05999755859375,266.2525634765625,65618500,283.3799987792969,283.59000069754467,,0,0
2018-08-20,285.57000732421875,285.9700012207031,285.05999755859375,285.6700134277344,266.8222961425781,39807500,284.0940002441406,283.6757158551897,,1,0
2018-08-21,286.25,287.30999755859375,285.7099914550781,286.3399963378906,267.4480285644531,67272000,284.5820007324219,284.13000052315846,,1,0
2018-08-22,285.8800048828125,286.760009765625,285.5799865722656,286.1700134277344,267.28924560546875,44993300,285.4600036621094,284.71143014090404,,1,0
2018-08-23,285.9700012207031,286.94000244140625,285.42999267578125,285.7900085449219,266.9344177246094,49204900,285.806005859375,284.98143223353793,,1,0
2018-08-24,286.44000244140625,287.6700134277344,286.3800048828125,287.510009765625,268.5408630371094,57487400,286.29600830078124,285.8000052315848,,1,0
2018-08-27,288.8599853515625,289.8999938964844,288.67999267578125,289.7799987792969,270.66107177734375,57072400,287.1180053710938,286.61714826311385,,1,0
2018-08-28,290.29998779296875,290.4200134277344,289.3999938964844,289.9200134277344,270.7918701171875,46943500,287.8340087890625,287.31143624441967,,1,0
2018-08-29,290.1600036621094,291.739990234375,289.8900146484375,291.4800109863281,272.2489013671875,61485500,288.89600830078126,288.1414358956473,,1,0
2018-08-30,290.94000244140625,291.3599853515625,289.6300048828125,290.29998779296875,271.1467590332031,61229500,289.7980041503906,288.70714896065846,,1,0
2018-08-31,289.8399963378906,290.80999755859375,289.2900085449219,290.30999755859375,271.1560974121094,66140800,290.3580017089844,289.298575265067,,1,0
2018-09-04,289.8399963378906,290.2099914550781,288.67999267578125,289.80999755859375,270.6890869140625,57594400,290.36400146484374,289.8728594098772,,1,0
2018-09-05,289.4100036621094,289.6400146484375,287.8900146484375,289.0299987792969,269.9604797363281,72452400,290.1859985351563,290.09000069754467,,1,0
2018-09-06,289.1499938964844,289.489990234375,287.0,288.1600036621094,269.1479187011719,65909900,289.5219970703125,289.8585728236607,,0,0
2018-09-07,286.9800109863281,288.70001220703125,286.7099914550781,287.6000061035156,268.6249694824219,73524800,288.98200073242185,289.5271432059152,,0,0
2018-09-10,288.739990234375,289.0400085449219,287.8800048828125,288.1000061035156,269.0918884277344,50210900,288.5400024414063,289.0442853655134,,0,0
2018-09-11,287.3699951171875,289.54998779296875,286.9800109863281,289.04998779296875,269.9791564941406,50530500,288.38800048828125,288.865713936942,,0,0
2018-09-12,289.05999755859375,289.79998779296875,288.2300109863281,289.1199951171875,270.04461669921875,59810800,288.4059997558594,288.69571358816967,,0,0
2018-09-13,290.32000732421875,291.0400085449219,290.0,290.8299865722656,271.64178466796875,51034200,288.93999633789065,288.84142630440846,,1,0
2018-09-14,291.05999755859375,291.2699890136719,290.0,290.8800048828125,271.68853759765625,55079900,289.59599609375,289.105712890625,,1,0
2018-09-17,290.82000732421875,290.8599853515625,289.0299987792969,289.3399963378906,270.2501525878906,68244000,289.843994140625,289.2742832728795,,1,0
2018-09-18,289.5799865722656,291.5799865722656,289.54998779296875,290.9100036621094,271.716552734375,61930400,290.21599731445315,289.7471400669643,,1,0
2018-09-19,290.9700012207031,291.69000244140625,290.8299865722656,291.2200012207031,272.00604248046875,49080600,290.63599853515626,290.19285365513394,,1,0
2018-09-20,292.6400146484375,293.94000244140625,291.239990234375,293.5799865722656,274.2104187011719,100360600,291.1859985351563,290.8399963378906,,1,0
2018-09-21,293.0899963378906,293.2200012207031,291.80999755859375,291.989990234375,273.9598083496094,105479700,291.4079956054687,291.24999564034596,,1,0
2018-09-24,291.3399963378906,291.5,290.3699951171875,291.0199890136719,273.0497741699219,53409600,291.743994140625,291.27713884626115,,1,0
2018-09-25,291.5299987792969,291.6499938964844,290.4800109863281,290.75,272.7964172363281,44370000,291.7119934082031,291.2585667201451,,1,0
2018-09-26,290.9100036621094,292.239990234375,289.4100036621094,289.8800048828125,271.9801330566406,79739700,291.443994140625,291.33571079799106,,1,0
2018-09-27,290.4100036621094,291.9100036621094,290.1000061035156,290.69000244140625,272.7401428222656,59249500,290.8659973144531,291.30428205217635,,0,0
2018-09-28,289.989990234375,291.2799987792969,289.95001220703125,290.7200012207031,272.7682189941406,70091400,290.61199951171875,291.2328534807478,,0,0
2018-10-01,292.1099853515625,292.92999267578125,290.9800109863281,291.7300109863281,273.71588134765625,62078900,290.75400390625,290.9685712541853,,0,0
2018-10-02,291.55999755859375,292.3599853515625,291.1400146484375,291.55999755859375,273.5563659667969,47258200,290.91600341796874,290.90714372907365,,1,0
2018-10-03,292.739990234375,293.2099914550781,291.32000732421875,291.7200012207031,273.7065124511719,64694600,291.28400268554685,291.0071454729353,,1,0
2018-10-04,291.17999267578125,291.239990234375,287.6600036621094,289.44000244140625,271.5672912597656,111545900,291.03400268554685,290.8200029645647,,1,0
2018-10-05,289.69000244140625,290.2699890136719,286.2200012207031,287.82000732421875,270.04742431640625,105951700,290.45400390625,290.52571759905135,,0,0
2018-10-08,287.04998779296875,288.2200012207031,285.5,287.82000732421875,270.04742431640625,87742200,289.6720031738281,290.11571829659596,,0,0
2018-10-09,287.3900146484375,288.8599853515625,286.7699890136719,287.3999938964844,269.65325927734375,74339000,288.8400024414062,289.6414315359933,,0,0
2018-10-10,286.8299865722656,286.9100036621094,277.8800048828125,278.29998779296875,261.115234375,214731000,286.1559997558594,287.7228567940848,,0,0
2018-10-11,277.0799865722656,278.8999938964844,270.3599853515625,272.1700134277344,255.36370849609375,274840500,282.702001953125,284.9528590611049,,0,0
2018-10-12,276.7699890136719,277.0899963378906,272.3699951171875,275.95001220703125,258.9103698730469,183186500,280.3280029296875,282.7000034877232,,0,0
2018-10-15,275.54998779296875,277.0400085449219,274.29998779296875,274.3999938964844,257.45599365234375,102263700,277.6440002441406,280.55143083844865,,0,0
2018-10-16,276.6000061035156,280.82000732421875,276.07000732421875,280.3999938964844,263.0855407714844,118255800,276.24400024414064,279.4914289202009,,0,0
2018-10-17,280.44000244140625,281.1499938964844,277.55999755859375,280.45001220703125,263.1324768066406,110626000,276.67400512695315,278.4385724748884,,0,0
2018-10-18,279.3999938964844,280.07000732421875,274.9700012207031,276.3999938964844,259.3324890136719,134557500,277.52000122070314,276.8671439034598,,1,0
2018-10-19,277.1300048828125,279.29998779296875,275.4700012207031,276.25,259.1917724609375,139901600,277.5799987792969,276.5742885044643,,1,0
2018-10-22,277.0,277.3599853515625,274.4100036621094,275.010009765625,258.02838134765625,82415800,277.702001953125,276.9800022670201,,1,0
2018-10-23,270.95001220703125,274.8699951171875,268.6099853515625,273.6099853515625,256.7148132324219,146352700,276.3440002441406,276.64571271623885,,0,0
2018-10-24,273.3299865722656,273.760009765625,264.70001220703125,265.32000732421875,248.936767578125,177806700,273.3179992675781,275.34857177734375,,0,0
2018-10-25,267.3800048828125,271.80999755859375,266.2300109863281,270.0799865722656,253.40272521972656,138061500,272.0539978027344,273.87428501674106,,0,0
2018-10-26,265.9200134277344,271.0,262.2900085449219,265.3299865722656,248.9461212158203,201574600,269.8699951171875,271.7142813546317,,0,0
2018-10-29,268.79998779296875,270.25,259.8500061035156,263.8599853515625,247.56689453125,160749100,267.639990234375,269.9228515625,,0,0
2018-10-30,263.6700134277344,268.1199951171875,263.1199951171875,267.7699890136719,251.23550415039062,157116000,266.47199096679685,268.71142142159596,,0,0
2018-10-31,270.6499938964844,273.2300109863281,270.1199951171875,270.6300048828125,253.91883850097656,128296300,267.53399047851565,268.08570643833707,,0,0
2018-11-01,271.6000061035156,273.7300109863281,270.3800048828125,273.510009765625,256.6210021972656,99495000,268.2199951171875,268.07142421177457,,1,0
2018-11-02,274.75,275.2300109863281,269.5899963378906,271.8900146484375,255.10104370117188,122634100,269.53200073242186,269.00999668666293,,1,0
2018-11-05,272.44000244140625,274.010009765625,271.3500061035156,273.3900146484375,256.5084228515625,65622500,271.43800659179686,269.4828578404018,,1,0
2018-11-06,273.32000732421875,275.29998779296875,273.25,275.1199951171875,258.1315612792969,60085900,272.9080078125,270.88143048967635,,1,0
2018-11-07,277.55999755859375,281.1000061035156,277.0799865722656,281.010009765625,263.65789794921875,102752100,274.9840087890625,273.33143397739957,,1,0
2018-11-08,280.1099853515625,281.2200012207031,279.2200012207031,280.5,263.1793518066406,65584900,276.3820068359375,275.15000697544644,,1,0
2018-11-09,279.0299987792969,279.239990234375,276.17999267578125,277.760009765625,260.6085510253906,98812600,277.556005859375,276.1685791015625,,1,0
2018-11-12,277.19000244140625,277.4599914550781,271.989990234375,272.57000732421875,255.73904418945312,99673600,277.3920043945312,276.0342930385045,,1,0
2018-11-13,273.0899963378906,275.3299865722656,271.25,272.05999755859375,255.26052856445312,98176600,276.7800048828125,276.05857631138394,,1,0
2018-11-14,274.1600036621094,274.6099853515625,268.45001220703125,270.20001220703125,253.51536560058594,125335900,274.6180053710938,275.6028616768973,,0,0
2018-11-15,268.7799987792969,273.5400085449219,267.010009765625,273.0199890136719,256.1612548828125,135101400,273.12200317382815,275.30286080496654,,0,0
2018-11-16,271.7900085449219,274.75,271.2099914550781,273.7300109863281,256.8274230957031,126668000,272.3160034179688,274.2628609793527,,0,0
2018-11-19,273.04998779296875,273.3800048828125,268.07000732421875,269.1000061035156,252.48329162597656,103061700,271.62200317382815,272.63429042271207,,0,0
2018-11-20,265.3599853515625,267.0,263.1499938964844,264.1199951171875,247.8108367919922,136021300,270.03400268554685,270.6857169015067,,0,0
2018-11-21,265.8599853515625,267.1499938964844,265.010009765625,265.0199890136719,248.65525817871094,75563700,268.997998046875,269.60714285714283,,0,0
2018-11-23,263.17999267578125,264.82000732421875,263.07000732421875,263.25,246.99452209472656,42807900,267.04400024414065,268.34857177734375,,0,0
2018-11-26,265.7799987792969,267.75,265.3399963378906,267.5,250.9821014404297,79981400,265.797998046875,267.96285574776783,,0,0
2018-11-27,266.3399963378906,268.3999938964844,265.6600036621094,268.3999938964844,251.82650756835938,75502400,265.6579956054687,267.3028564453125,,0,0
2018-11-28,269.6000061035156,274.5799865722656,268.3299865722656,274.5799865722656,257.6249084472656,127629600,267.7499938964844,267.42428152901783,,1,0
2018-11-29,273.7099914550781,275.54998779296875,272.42999267578125,273.9800109863281,257.0619812011719,82346400,269.5419982910156,268.12142508370533,,1,0
2018-11-30,273.80999755859375,276.2799987792969,273.45001220703125,275.6499938964844,258.62884521484375,98204200,272.0219970703125,269.76856776646207,,1,0
2018-12-03,280.2799987792969,280.3999938964844,277.510009765625,279.29998779296875,262.053466796875,103176300,274.3819946289062,271.8085675920759,,1,0
2018-12-04,278.3699951171875,278.8500061035156,269.8999938964844,270.25,253.56228637695312,177986000,274.7519958496094,272.8085675920759,,1,0
2018-12-06,265.9200134277344,269.9700012207031,262.44000244140625,269.8399963378906,253.17762756347656,204185400,273.8039978027344,273.1428527832031,,1,0
2018-12-07,269.4599914550781,271.2200012207031,262.6300048828125,263.57000732421875,247.2947998046875,161018900,271.7219970703125,272.4528547014509,,0,0
2018-12-10,263.3699951171875,265.1600036621094,258.6199951171875,264.07000732421875,247.763916015625,151445900,269.4059997558594,270.95142909458707,,0,0
2018-12-11,267.6600036621094,267.8699951171875,262.4800109863281,264.1300048828125,247.8202362060547,121504400,266.37200317382815,269.5442853655134,,0,0
2018-12-12,267.4700012207031,269.0,265.3699951171875,265.4599914550781,249.0680694580078,97976700,265.41400146484375,268.0885707310268,,0,0
2018-12-13,266.5199890136719,267.489990234375,264.1199951171875,265.3699951171875,248.9835968017578,96662700,264.52000122070314,266.09857177734375,,0,0
2018-12-14,262.9599914550781,264.0299987792969,259.8500061035156,260.4700012207031,244.38619995117188,116961100,263.9,264.70142909458707,,0,0
2018-12-17,259.3999938964844,260.6499938964844,253.52999877929688,255.36000061035156,239.5917205810547,165492300,262.1579986572266,262.6328582763672,,0,0
2018-12-18,257.20001220703125,257.95001220703125,253.27999877929688,255.0800018310547,239.3290252685547,134515100,260.347998046875,261.4200003487723,,0,0
2018-12-19,255.1699981689453,259.3999938964844,249.35000610351562,251.25999450683594,235.74490356445312,214992800,257.50799865722655,259.5899985177176,,0,0
2018-12-20,249.86000061035156,251.6199951171875,244.64999389648438,247.1699981689453,231.907470703125,252053400,253.8679992675781,257.1671404157366,,0,0
2018-12-21,246.74000549316406,249.7100067138672,239.97999572753906,240.6999969482422,227.1558074951172,255345600,249.91399841308595,253.62999834333147,,0,0
2018-12-24,239.0399932861328,240.83999633789062,234.27000427246094,234.33999633789062,221.15362548828125,147311600,245.70999755859376,249.19714137486048,,0,0
2018-12-26,235.97000122070312,246.17999267578125,233.75999450683594,246.17999267578125,232.32740783691406,218485400,243.92999572753905,247.1557115827288,,0,0
2018-12-27,242.57000732421875,248.2899932861328,238.9600067138672,248.07000732421875,234.1110382080078,186267300,243.29199829101563,246.1142839704241,,0,0
2018-12-28,249.5800018310547,251.39999389648438,246.4499969482422,247.75,233.80906677246094,153100200,243.40799865722656,245.06714085170202,,0,0
2018-12-31,249.55999755859375,250.19000244140625,247.47000122070312,249.9199981689453,235.8569793701172,144299400,245.2519989013672,244.87571280343192,,1,0
2019-01-02,245.97999572753906,251.2100067138672,245.9499969482422,250.17999267578125,236.10232543945312,126925200,248.4199981689453,245.3057120186942,,1,0
2019-01-03,248.22999572753906,248.57000732421875,243.6699981689453,244.2100067138672,230.46827697753906,144140700,248.0260009765625,245.80714198521204,,1,0
2019-01-04,247.58999633789062,253.11000061035156,247.1699981689453,252.38999938964844,238.18798828125,142628800,248.88999938964844,248.3857138497489,276.3589333089193,1,0
2019-01-07,252.69000244140625,255.9499969482422,251.69000244140625,254.3800048828125,240.06602478027344,103139100,250.21600036621095,249.55714416503906,276.2307999674479,1,0
2019-01-08,256.82000732421875,257.30999755859375,254.0,256.7699890136719,242.32150268554688,102512600,251.58599853515625,250.7999986921038,276.10993326822916,1,0
2019-01-09,257.55999755859375,258.9100036621094,256.19000244140625,257.9700012207031,243.4540252685547,95006600,253.1440002441406,252.25999886648995,275.9957332356771,1,0
2019-01-10,256.260009765625,259.1600036621094,255.5,258.8800048828125,244.31277465820312,96823900,256.0779998779297,253.53999982561385,275.8722666422526,1,0
2019-01-11,257.67999267578125,259.010009765625,257.0299987792969,258.9800109863281,244.4071807861328,73858100,257.3960021972656,254.7971452985491,275.7496667480469,1,0
2019-01-14,256.8599853515625,258.29998779296875,256.4100036621094,257.3999938964844,242.9160614013672,70908200,258.0,256.6814291817801,275.61106669108074,1,0
2019-01-15,257.82000732421875,260.70001220703125,257.80999755859375,260.3500061035156,245.70005798339844,85208300,258.71600341796875,257.8185729980469,275.4896667480469,1,0
2019-01-16,260.8299865722656,261.9700012207031,260.6000061035156,260.9800109863281,246.2946319580078,77636700,259.31800537109376,258.7614310128348,275.3700667317708,1,0
2019-01-17,260.010009765625,263.9200134277344,259.9599914550781,262.9599914550781,248.16319274902344,96118400,260.1340026855469,259.64571707589283,275.26960001627606,1,0
2019-01-18,264.9800109863281,266.9800109863281,263.0,266.4599914550781,251.46627807617188,127900300,261.6299987792969,260.8585728236607,275.1877998860677,1,0
2019-01-22,264.82000732421875,265.05999755859375,261.05999755859375,262.8599853515625,248.06881713867188,115531200,262.7219970703125,261.42714146205356,275.09266642252607,1,0
2019-01-23,264.010009765625,264.7900085449219,260.6600036621094,263.4100036621094,248.58786010742188,86030300,263.33399658203126,262.05999755859375,275.0049997965495,1,0
2019-01-24,263.2099914550781,264.20001220703125,262.0799865722656,263.54998779296875,248.71995544433594,59204100,263.8479919433594,262.9385681152344,274.9253330485026,1,0
2019-01-25,265.6099853515625,266.70001220703125,263.6600036621094,265.7799987792969,250.82452392578125,96883400,264.4119934082031,263.7142813546317,274.85739969889323,1,0
2019-01-28,263.3900146484375,263.8299865722656,261.7900085449219,263.760009765625,248.91819763183594,85613700,263.8719970703125,264.1114240373884,274.7875331624349,0,1
2019-01-29,263.9200134277344,264.54998779296875,262.4800109863281,263.4100036621094,248.58786010742188,66136300,263.98200073242185,264.1757114955357,274.71199991861977,0,1
2019-01-30,265.1000061035156,268.5199890136719,264.25,267.5799865722656,252.5232391357422,92473700,264.8159973144531,264.33571079799106,274.68919982910154,1,0
2019-01-31,267.510009765625,270.4700012207031,267.2699890136719,269.92999267578125,254.74098205566406,104012100,266.0919982910156,265.345711844308,274.67806640625,1,0
2019-02-01,270.1499938964844,271.20001220703125,269.17999267578125,270.05999755859375,254.8636932373047,85782500,266.947998046875,266.2957109723772,274.6827996826172,1,0
2019-02-04,270.1099853515625,272.0299987792969,269.3599853515625,271.9599914550781,256.6567687988281,60744800,268.58799438476564,267.4971400669643,274.68993286132815,1,0
2019-02-05,272.44000244140625,273.44000244140625,271.8800048828125,273.1000061035156,257.732666015625,79552800,270.5259948730469,268.5428553989955,274.7020662434896,1,0
2019-02-06,272.7900085449219,273.3399963378906,271.9200134277344,272.739990234375,257.39288330078125,58347800,271.55799560546876,269.8257097516741,274.70793294270834,1,0
2019-02-07,270.94000244140625,271.54998779296875,268.2900085449219,270.1400146484375,254.93923950195312,95482000,271.6,270.7871398925781,274.70286641438804,1,0
2019-02-08,268.75,270.5799865722656,267.8299865722656,270.4700012207031,255.25059509277344,75788900,271.6820007324219,271.1999991280692,274.68526652018227,1,0
2019-02-11,271.20001220703125,271.489990234375,270.0299987792969,270.6199951171875,255.39212036132812,68021400,271.41400146484375,271.29857090541293,274.65326639811195,1,0
2019-02-12,272.4200134277344,274.5199890136719,272.3399963378906,274.1000061035156,258.6763610839844,72270200,271.61400146484374,271.87571498325894,274.62793314615885,0,1
2019-02-13,275.0299987792969,275.92999267578125,274.55999755859375,274.989990234375,259.5162353515625,65277200,272.0640014648437,272.3085719517299,274.60186645507815,0,1
2019-02-14,273.7799987792969,275.6400146484375,272.8699951171875,274.3800048828125,258.9406433105469,83234400,272.91199951171876,272.4914289202009,274.5853332519531,1,0
2019-02-15,276.3599853515625,277.4100036621094,276.1300048828125,277.3699951171875,261.7622985839844,97088700,274.2919982910156,273.1528581891741,274.5719999186198,1,0
2019-02-19,276.4800109863281,278.5799865722656,276.4700012207031,277.8500061035156,262.2153015136719,59120800,275.7380004882813,274.25428553989957,274.560399983724,1,0
2019-02-20,277.80999755859375,278.9200134277344,277.25,278.4100036621094,262.74383544921875,76610800,276.6,275.3885716029576,274.5542000325521,1,0
2019-02-21,277.70001220703125,278.1000061035156,276.3500061035156,277.4200134277344,261.8096008300781,64214700,277.08600463867185,276.36000279017856,274.53386678059894,1,0
2019-02-22,278.1099853515625,279.3599853515625,277.3999938964844,279.1400146484375,263.4327087402344,78114600,278.0380065917969,277.0800040108817,274.52106689453126,1,0
2019-02-25,280.7300109863281,281.30999755859375,279.42999267578125,279.5199890136719,263.7914123535156,69030700,278.46800537109374,277.7271466936384,274.5178668212891,1,0
2019-02-26,279.1300048828125,280.29998779296875,278.8999938964844,279.32000732421875,263.60260009765625,56844100,278.7620056152344,278.432861328125,274.5154669189453,1,0
2019-02-27,278.5199890136719,279.5899963378906,277.4800109863281,279.20001220703125,263.4894104003906,56921600,278.9200073242188,278.6942923409598,274.50880025227866,1,0
2019-02-28,278.9599914550781,279.45001220703125,278.32000732421875,278.67999267578125,262.9986267089844,69268300,279.1720031738281,278.81286185128346,274.48926696777346,1,0
2019-03-01,280.44000244140625,280.8800048828125,278.82000732421875,280.4200134277344,264.6407165527344,78880500,279.4280029296875,279.1000061035156,274.46533365885415,1,0
2019-03-04,281.6000061035156,281.8699951171875,276.8399963378906,279.3999938964844,263.6781005859375,106494600,279.40400390625,279.3828604561942,274.43906697591143,1,0
2019-03-05,279.5400085449219,279.760009765625,278.4100036621094,279.0199890136719,263.3194580078125,59114600,279.3440002441406,279.365713936942,274.423066813151,0,0
2019-03-06,279.1499938964844,279.1600036621094,276.9700012207031,277.3299865722656,261.7246398925781,75039800,278.9699951171875,279.0528564453125,274.4055999755859,0,0
2019-03-07,276.8299865722656,276.989990234375,274.07000732421875,275.010009765625,259.5351867675781,94885100,278.2359985351562,278.4371425083705,274.363466796875,0,0
2019-03-08,272.94000244140625,274.6499938964844,272.4200134277344,274.4599914550781,259.0160827636719,85795800,277.043994140625,277.75999668666293,274.32080017089845,0,0
